comment,label,rate,Unnamed: 3
Vãi mỏng.,negative,1,
Còn được bạn ý tặng dây chun nữa ^^.,positive,5,
Vải đẹp. cám ơn shop!,positive,5,
Mình nhận được đồ rồi.,neutral,3,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt Chất lượng sản phẩm tuyệt vời.,positive,5,
M nhận đc hàng r bạn ... m chim ưng lắm.,positive,5,
Hàng bao đẹp.,positive,5,
Đã nhận hàng và mặc rất ưng ý!,positive,5,
Chat lượng kg vừa ý lắm nhung cũng vừa túi tiền Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,4,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có quà tặng nữa cho shop 5sao.,positive,5,
Hài lòng lắm❤️.,positive,5,
Shop làm ăn rất có tâm.,positive,5,
Tien nao cua do.,neutral,3,
Quá đắc so với các shop khác.,negative,2,
Hình in đẹp.,positive,5,
Áo bị mốc.,negative,2,
"màu son lên đẹp, mỗi tội chắc môi mình k hợp nên cảm thấy hơi khô môi.",positive,4,
Hàng rất đẹp.,positive,5,
"Áo đẹp, shop phục vụ tốt.",positive,5,
"Chất lượng sản phẩm tuyệt vời, sim xài rất tốt.",positive,5,
Đặt áo cổ thuyền lại giao cổ tròn v shop.,negative,2,
"Chất lượng vải thì tốt, nhưng độ nét của hình ""dán"" trên áo ko dc nét.",neutral,3,
Sản phẩm chuẩn y hình.,positive,5,
Chịu cmnr.,negative,1,
Chưa biết lắp đặt ntn.,neutral,3,
ưng lắm luôn ý shop ơi còn đc tặng quà nữa sẽ ủng hộ shop dài dài.,positive,5,
Phù hợp cho trẻ 4 tuổi trở lên.,positive,4,
Rất đáng tiền.,positive,5,
"Giao hàng chai nhỏ 100ml, giá 105k.",negative,2,
Xạo ghê.,negative,2,
"Chất lượng sản phẩm tuyệt vời, ưng ý.",positive,4,
Hàng giống ảnh thật shop đưa 70%.,positive,4,
Shop phục vụ rất tốt.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Đầm quá ư là xấu .,negative,1,
Đẹp như hình.,neutral,3,
"Khi thấy cái váy này, mình đã quyết tâm giảm 14 kí, để được mặc em nó, sau 4 tháng thì mọi quyết tâm của mình đã thành công, fai nói là siêu sung sướng khi khoác lên mình cái váy quá dễ thương như vậy, vải mặc mát, thoải mái và rất đẹp, nhìn cưng kinh khủng, chủ shop lại quá đáng iu, cho 10 sao luôn.",positive,5,
Đẹp dã man 😍.,positive,5,
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tạm được.,positive,4,
Thích shop r😙😙😙😙.,positive,4,
Chất lượng sản phẩm tuyệt vờ.i Đóng gói sản phẩm rất đẹp và chắc chắn .Shop phục vụ rất tốt.,positive,5,
Sản phẩm bị vỡ đáy hộp.,negative,1,
Áo dang chuẩn.,positive,5,
Hàng y hình chất đẹp lắm shop.,positive,4,
58kg-60kg size M size L 70kg mới mặc vừa rộng lắm nhé!,positive,4,
Ko hiẻu shop làm ăn kiểu gì nữa .,negative,2,
Chất da mềm.,positive,5,
Rất tôn trọng ý kiến khách hàng.,positive,5,
Thất vọng ghê.,negative,2,
"ÁO rất đẹp vượt ngoài mong đợi, vải đẹp ko nhăn, vì là vai voan nên hơi mỏng nhưng nếu mặc áo trong ko qua nổi thì vẫn an toàn nhé m.n, shop rất nhiệt tình với khách.",positive,5,
"Dép đi rất đẹp, chất lượng tốt.",positive,5,
"Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền.",positive,5,
Đóng gói sản phẩm ngư nùi giẻ rách.,negative,1,
E mua hơn 20c bên shop r mà.,positive,5,
Chất lượng hợp với giá tiền có cái bị rách Shop phục vụ rất kém Giao sai màu cho khách nt ns vs shop thì shop k đk câu xl trả lời mỗi câu ok.,negative,2,
Sp đúng giá khuyến mại.,positive,4,
"Áo dày dặn, cầm nặng tay m khá bất ngờ.",positive,4,
"Chất lượng sản phẩm tuyệt vời.Tuy nhiên,có mấy hình bị chừa đoạn trắng nhiều quá và có 1 vài hình bị ám màu tím.Còn lại,nhìn chung đẹp,rẻ.",positive,4,
"Giao sai màu, sai size.",negative,2,
Chất lượng sp tuyệt vời.,positive,5,
Thất vọng ghê.,negative,1,
Hàng ok vs giá tiền.,positive,5,
"san phẩm đẹp lắm rất thích, vừa ý luôn shop oi,.",positive,5,
Hàng giao không đúng.,negative,2,
Làm ăn rất chán!!!,negative,1,
Giao hàng nhanh.,positive,4,
Xinh lắm luôn chất lượng cũng tuyệtt.,positive,5,
Xuc chỉ tùm lum.,negative,2,
Xanh to hơn hồng.,negative,1,
Cám ơn chủ shop nhé.,positive,5,
Quả áo hơi nhăn.,negative,2,
"Áo vải y hình, mang vào nhìn dáng áo đẹp, shop tư vấn nhiệt tình và rất chuẩn size.",positive,5,
Chất lượng sản phẩm rất kém..đừng ai mua bán gì với cái shop này..,negative,1,
"Shop thật có tâm khi đóng gói thật kỹ từ Hà Nội vào Cà Mau k thiếu món gì, K món nào bị hư hỏng hay vỡ...",positive,5,
Nút hơi bi lệch...,negative,1,
Không dày dặn cứng cáp như trong hình.,positive,4,
Treo đầu de bán thịt chó.,negative,1,
Kiểu dáng đẹp.,positive,5,
Vớ rộng wa cũng được nhưng phải nhỏ lại.,negative,2,
Chúc shop buôn may bán đắt.,positive,4,
😍😍😍😍😍.,positive,5,
Đặt 4 đôi mà giao 3 đôi . nt hỏi thì k tl . phải chi láy tiền 3 đôi thì k nói gì đằng này láy tiền hết 4 đôi . giày đóng gói thì móp đầu này đầu kia . shop làm ăn kì cục . ăn nhiu tiền đó của tao chắc mày giàu à :)) cô hồn tháng 7 là có thật đấy máy chị ạ.,negative,1,
Sẽ ủng hộ shop dài dài nha.,positive,4,
Mong shop trước khi giao hàng kiểm tra kĩ lại dùm.,negative,1,
Bộ màu vàng và màu hồng chất liệu và đườg may đều ổn.,positive,5,
Chất lượng sản phẩm tạm được Áo bị phai.,neutral,3,
Chất lượng sản phẩm tạm được.,positive,4,
Bảo mỗi cái 1 màu lại gủi 2 cái cùng màu.,negative,2,
Áo bị rách :(.,negative,1,
"Shop giao hàng nhanh, có điều ảnh trên áo mờ do phóng to vỡ nét hoặc mực in mờ.",neutral,3,
"Mình rất hài lòng về 5 sản phẩm, chất đẹp, đường may đẹp, vừa in người mình.",positive,5,
Đồ ăn rất ngon.,positive,5,
Sản phẩm ko được như mong muốn.,negative,2,
Chất lượng sản phẩm hợp với giá tiền.,positive,5,
Chúc shop Buôn may bán đắc.,positive,4,
Hai cái áo rất đẹp vừa rẻ vừa chất lượng.,positive,5,
Sẽ quay lại mua thêm 👍🏻.,positive,5,
K mặc được to mà cũng k đẹp như ảnh.,negative,2,
Nhận dc áo chất khá thích ạ.,positive,5,
Mua 2 lần rồi mà lần nào hàng cũg rất đẹp.,positive,5,
Khg nên mua.,negative,1,
Hang Chinh Hang DiGi.,positive,5,
Sản phẩm chỉ có dây cắm mà k có đầu cắm vậy shop?,negative,2,
Cát thấm hút rất tốt và tiết kiệm.,positive,5,
Hàng kém chất lượng.,negative,1,
Áo ngắn mỏng vãi nóng thô ko giống trong hình lắm mình 48kg mà mặc vào thấy áo ngắn ko như hình.,negative,1,
Không biết mấy hôm nữa cho đi tiêm còn thích nữa không haha.,positive,5,
Quần đẹp lắm nha 💋💋.,positive,4,
Không nham nhở.,neutral,3,
Bưu tá nhiệt tình .,positive,5,
Sp hết hàng shop gọi điện check đầy đủ và bỏ tiền thừa vào đơn hàng.,positive,4,
Hai Long ve sp giao hang rất nhanh.,positive,5,
Chất lượng sản phẩm rất kém.,negative,1,
Nếu đi đám cưới có chụp hình e sẽ up feedback sau hihi 😆.,positive,4,
Chim ưng ạ.giao hàng siêu nhanh.,positive,4,
That vong kinh khung .,negative,1,
Áo lên form đẹp.,positive,4,
Mặc tạm được.,negative,2,
Tặng kèm quà nữa :).,neutral,3,
Vải hơi bóng.,negative,2,
"Gói hàng đẹp, dáng áo xinh.",positive,5,
Miệng túi hơi nhỏ.,negative,2,
"Áo mặc rất ấm áp, lên dáng đẹp.",positive,5,
Shop tặng kèm kẹo và thiệp viết tay rất dễ thương.,positive,4,
Khá ưng ý :)).,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.tuy hơi rộng nhưng rất ưng!!,positive,5,
Form đẹp.,positive,5,
Dùng tốt ạ.,positive,5,
Ship hàng nhanh.,positive,4,
Hàng rất đẹp.,positive,5,
Coi như bố thí cho cân thịt.,negative,1,
"Mặc êm, thoải mái, Rất đáng tiền.",positive,5,
Shop phục vụ rất tốt .,positive,5,
Dễ thương lắm.,positive,5,
Chưa kết luận về chất lượng sản phẩm được.,neutral,3,
Chất lượng sản phẩm tốt.,positive,4,
Túi rất đẹp rất vừa vặn với em Nikon F50 của mình!,positive,4,
Ny em thấy em mặc đẹp qua đòi cái áo này để mặc luôn rồi .,positive,5,
Đóng gói đẹp giao hàng nhanh nữa.,positive,5,
.,negative,2,
Cảm ơn shop.,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Nhưng shop nt k thèm tl.,positive,4,
Nmd chất xấu ạ.,negative,2,
Áo dở ẹc cho không cũng không lấy.,negative,1,
"So vs giá đó thì chất lượng sp đã quá ok, ngoài sự mong đợi, mình đặt 3 sp nhưng shop chỉ giao đc 2 vì hết hàng nhưng shop cũng đã kèm phong thư trả lại tiền và xl vì sự cố nên rất hài lòng.cảm ơn shop :).",positive,4,
Chị chủ shop thì đáng yêu tư vấn kĩ càng.,positive,5,
Sẽ ủng hộ shop dài dài..,positive,5,
Cho 4 sao vì giao nhâm size cho mình...đặt size L lại giao thành size M 🤔.,negative,2,
Ko đẹp như hình.,negative,1,
Còn được tặng thêm miếng mask luôn.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh Cho 10⭐️⭐️⭐️⭐️.,positive,5,
Chất lượng sản phẩm tuyệt vời.,positive,5,
Size hơi nhỏ nên các bạn mua sau thì lấy tăng lên 1 size nhé.,positive,4,
Ko biết các khách khác nói tuyệt vời là tuyệt chỗ nào nữa .,negative,2,
Cám ơn.,positive,4,
Lần sau sẽ ủng hộ shop tiếp tục.,positive,5,
Shop dễ thương^^ .,positive,5,
"Vải rất đẹp, sản phẩm giống hình ko nhăn còn đc shop thêm qua nữa, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.",positive,5,
Rất nhanh chóng cảm ơn shop nhiều.,positive,5,
"Hàng đẹp, phù hợp với giá tiền.",positive,5,
Love 😍.,positive,5,
Hàng vải đẹp ạ giao hàng nhanh nữa 😘 được tặng tất cũng đẹp cơ 🤩 mặc lên ôm người lắm ạ.,positive,4,
"Hàng y hình, rất đẹp ạ❤ Chất lượng sản phẩm tuyệt vời.",positive,5,
Chất vải thì đẹp thật nhưng mà màu trắng ko có trắng tinh như hình.,positive,4,
Vẫn cho 5* vì sp xứng với giá $ :))))).,positive,4,
"Bỏ sim vào dùng được luôn, cho 5*.",positive,5,
Sản phẩm khá ưng ý so với giá tiền.,neutral,3,
Chất vài đẹp.,positive,4,
"Hàng đẹp,rất giống như trong hình,thời gian giao hàng rất nhanh👍👍👍.",positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền.,positive,5,
Giá rẻ.,positive,4,
Lên dáng đẹp nha.,positive,5,
Còn được tặng thêm vớ.,positive,4,
"chat luong ao rat tot, mac rat miem mai rat thich Chất lượng sản phẩm tuyệt vời.",positive,5,
"Ủng hộ shop, chất đẹp lại còn kèm quà tặng ^^.",positive,5,
"Giày tróc màu đế, giống như đồ chơi con nít...sơn chồng lên giày dỏm..",negative,1,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Shop phục vụ cực kì kém.,negative,1,
Áo y hình .,positive,5,
Thanks shop.,positive,5,
Cảm ơn shop.,positive,5,
Cực kì thất vọng .,negative,1,
Rất đáng tiền.,positive,5,
"Vải nóng ,chất liệu rát giặt nhiều lần rồi mặc vẫn ngứa.",negative,2,
"Sản phẩm tốt, nhưng đơn vị vận chuyển giao hàng nhanh rất thích lưu kho, đề nghị shop bật giao hàng tiết kiệm để lần sau ủng hộ tiếp.",positive,4,
Ren mềm.,positive,5,
Nhưng áo không thể ra hình cánh dơi giống hình.,positive,4,
"Áo bị lủng lỗ, shop có nhã ý đổi hàng, nhưng đổi lần thứ hai hàng vẫn lủng.",negative,1,
Hàng kém.,negative,1,
Với giá là quá rẻ rồi.,positive,4,
Shop giao nhầm mẫu cho em nhiều quá nhưng ksao jibbitz dth cực.,positive,5,
Sẽ ủng hộ nhiều.,positive,4,
"Chất lượng ok, khí hậu lạnh lạnh mặc là đúng bài 😁 quần ít co giãn nên bé em mình vòng 3 hơi to nên bị kích chút xíu, có 1 quần thì túi bị thủng 😂 với giá tiền vậy thì cũng chấp nhận được.",positive,4,
"Áo dễ thương, thun rất ok, giao hành nhanh.",positive,5,
Áo đẹp.,positive,5,
C chủ nhiệt tình 😁😁😁.,positive,4,
"Vải mịn đẹp, shop gửi hàng hơi lâu, nt k thấy tl.",positive,4,
hàng đẹp.,positive,4,
Chất và phom ko đep.,negative,1,
Đóng gói sản phẩm rất đẹp và chắc chắn!,positive,4,
Mua 2 lần rồi.Quá hài lòng.áo khoác đến áo thun rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Chất lượng sản phẩm được 😁 Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,positive,5,
Đã vậy ăn chặn hàng của khách ko trả.,negative,1,
Sản phẩm rất đẹp nhé mn ơi!,positive,4,
Chất lượng sản phẩm rất kém.,negative,1,
Sẽ ủng hộ shop dài dài luôn.,positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.có cái giao hàng hơi lâu.,positive,4,
Giao hàng quá nhanh luôn ạ.,positive,4,
Buồn vì cái váy ngắn quá nhìn trông như cái phông vậy.,negative,2,
Chất lượng sản phẩm tuyệt vời hàng rất ok nha ❤ anh còn tặng 1 thanh ram nữa 😍 cảm ơn anh rất nhiều ❤.,positive,5,
Mỗi tội áo hơi mỏng.,neutral,3,
Thời gian cb hàng và giao chậm.,negative,2,
Phải đi may lại đường chỉ.,negative,2,
Đẹp lắm.,positive,5,
Ko phải lựa nhé nhìn y như voan vậy.,positive,4,
Giao hàng nhah và sản phẩm ok!,positive,5,
Sale quá rẻ quá đẹp luôn ạ.,positive,5,
Đã gửi cho shop đổi hàng.,neutral,3,
Cảm ơn shop đã quan tâm chu đáo đến những chú cá.,positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền.,positive,5,
Áo đẹp !,positive,4,
oto không có ốc lỏng léo. chắc lần đầu lần cuối.,negative,1,
Thời gian giao hàng rất nhanh😛❤.,positive,5,
"Quần đẹp y hình, chất mát nhẹ, tuy nhiên 2 sản phẩm có khác nhau một chút, nhưng vẫn chất lượng.",positive,4,
Hơi rộng Chất lượng sản phẩm tuyệt vời.,positive,5,
"Áo đẹp, form chuẩn y hình.",positive,5,
Nhưng shop cần đóng gói cẩn thận hơn.,positive,4,
"Chất lượng sản phẩm tuyệt vời, shop rất dễ thương, phục vụ tận tình,sẽ ủng hộ shop.",positive,5,
Hình như áo có size mà shop cắt vải in size vức đi mất nên k biết size gì.,neutral,3,
"Chất lượng sản phẩm tuyệt vời, bỉm nhập khẩu chính hãng.",positive,5,
Chất vải tốt.,positive,4,
Tau vai thoải trễ đến bắp.,neutral,3,
Đóng gói đẹp.,positive,5,
"Shop làm mình thất vọng quá, hết muốn mua trên shoppe nữa rồi.",negative,1,
Nói chug rất rất thích.,positive,5,
Sản phẩm dùng dk.,neutral,3,
Ko đc đẹp lắm.,negative,2,
Chất đẹp nhưng mỏng quá shop ơi cứ như giấy í.,negative,2,
Chất lượng sản phẩm tuyệt vời giao hàng rất Nhanh.,positive,5,
Thích.,positive,5,
Giao hàng nhanh dã man.,positive,5,
Áo rất xinh.,positive,5,
Tôi nt lên đây để k ai bị lừa như tôi nữa.,negative,2,
Bị rộng.,negative,2,
Shop dễ thương.,positive,4,
Đầm xinh nè Rất đáng tiền Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
Hàng giao nhanh.Chất lượng sản phẩm tạm được.,positive,4,
Hàng y hình😊nhân viên tư vấn thân thiện👌.,positive,5,
Vẫn chất lượng vẫn đẹp như mọi lần 👍🏻.,positive,5,
"Ưng ý, vãi đẹp.",positive,4,
Aó đẹp lắm .cám ơn shop nhiều.,positive,5,
M cao 1m6 nặng 60kg ống tay hơi kích 1 chút ko xắn lên được.,negative,2,
Vai mau nâu mềm hơn vải đen.,neutral,3,
Rất đáng tiền.,positive,5,
Chất vải đẹp mát.,positive,5,
"Lần đầu mua shop giao nhầm màu (đã gửi lại cho shop, đang đợi hoàn tiền).",neutral,3,
Tưởng không đẹp mà đẹp không tưởng🤤 Chất lượng sản phẩm tuyệt vời.,positive,5,
"Hình sao ra yzzz vậy, vải đẹp ko quá dày cũng ko có mỏng.",positive,5,
Vải đẹp.,positive,5,
Chất lượng sản phẩm tuyệt vời !!,positive,5,
Cảm ơn và sẽ ủng hộ.,positive,5,
Nhung khog phải gỗ.,neutral,3,
Giao cũng nhanh.,positive,4,
Các sim như thế chỗ khác bán chỉ có 20k.,negative,2,
Thất vọng !!!,negative,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,positive,5,
Hơi rộng.,negative,2,
Không thể sạc pin khi đang phát lên tv dù đã dùng củ sạc sịn 2a.,negative,2,
Phần lông mũ & lớp lông lót trong áo dễ bị bung ra.,negative,2,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất lâu...,positive,5,
Ns chung là quá tuyệt luoin ag.,positive,5,
"Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời, chỉ giao hàng là k tốt.",positive,5,
Hàng ok...xài tốt...xạc nhanh...chất lượng tuyệt vời..,positive,5,
Đẹp hơn hình luôn.,positive,5,
"Sản phẩm rất tốt, chất liệu vải ok, giao hàng rất nhanh, a giao hàng rất tử tế và lịch sự vui tính.",positive,5,
ko giống hình.,negative,2,
Chất lượng sản phẩm tốt!,positive,5,
2 ngày giảm 3kg cực mạnh nhưng rất mệt ngưng lun.,positive,4,
Dùng tolovit 6 cạnh cơ mà hiếm đành dùng loại 2 cạnh vặn sợ trờn vãi...,negative,2,
"Chất lượng sản phẩm kém,vải thô.",negative,2,
Vải mỏng .mặc áo ko có fom.,neutral,3,
Mất 1 bộ màu vàng cộc.,positive,4,
"Dép đẹp và đúng mẫu shop gửi, tư vấn nhiệt tình.",positive,5,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Y hình.,positive,5,
Trong khi shop nói tất vả 3 bộ đều dài.,neutral,3,
E đã nhận đc hàg.,neutral,3,
Áo đẹp vừa luôn quá oke.,positive,5,
Áo lên form đẹp.,positive,5,
Cái thì rộng cái thì mặc k vô.,negative,2,
Quàn hơi mỏng hợp với giá.,negative,2,
K đúng mẫu.,negative,1,
Mình rất ưng sản phẩm đẹp.,positive,4,
Lần sau tôi có mua sản phẩm bên shop thì đừng gửi bên dv giao hàng nhanh.,negative,1,
Đóng gói sản phẩm chắc chắn.,positive,5,
"áo quá nhỏ, vải mỏng.",negative,1,
Hàng đéo có giống trong hình.,negative,1,
Áo rất chi là đẹp.,positive,5,
Mặc lên cực kỳ xấu.,negative,1,
Không giống ảnh lắm .,negative,2,
"Chất liệu vải xấu, không như hình.",negative,2,
Đóng gói sản phẩm rất kém Chất lượng sản phẩm tạm được.,negative,2,
"trên hình dáng rộng còn dài nữa, lấy hàng song nhìn áo chán luôn 🙂.",negative,2,
Tay áo hơi rộng chút thôi.,positive,4,
"Mình mua áo màu đỏ, đúng kiểu đỏ mình thích, không quá tươi cũng không quá trầm.",positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền Rất đáng tiền.,positive,5,
Ưng lắm luôn.,positive,5,
cl sp binh thuog.,neutral,3,
Oke.,neutral,3,
"Rất Ok, mỗi tội hàng lâu về tay quá shop, may mà mình chưa kịp đẻ nha.",positive,4,
"Đặt 3 áo đen, trắng, rêu lại giao rêu, hồng, tím.",negative,2,
"Váy shop bán siêu đẹp, vải tốt, rất đáng tiền luôn😍😍❤️❤️.",positive,5,
Xấu cả chất vải lẫn form quần.,negative,1,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền mk có video mà k đăng đk mùi hơi ghê nhưng chống nước tốt lắm.,positive,5,
"Ao dep , co gian tot, Rất đáng tiền Thời gian giao hàng rất nhanh, se ung ho shop nhiu nhiu.",positive,5,
Chất áo đẹp lắm ạ.c chủ nhiệt tình ạ.,positive,5,
"Hàng y hình, chất liệu vải rất bảnh và mát đóng gói kĩ.",positive,5,
"Phía dưới ko rộng như hình, màu không sáng, chất liệu tạm được.",negative,2,
"Chất lượng sản phẩm tuyệt vời, hơi mờ.",positive,4,
Giống với hình.,positive,5,
Hiệu quả phản hồi sau khi sử dụng.,positive,5,
Dùng k biết bao giờ hỏng luôn.,positive,5,
Mẫu đẹp.,positive,5,
Quần lót mặc 1 lần vậy cũng đc.,positive,5,
Quá đẹp so với giá.,positive,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.,positive,5,
Chất lượng sản phẩm tuyệt vời & dong goi sp chac chan & giao hang nhanh.,positive,5,
Áo quá dài như đầm vậy còn rộng nữa nhưng Chất lượng sản phẩm tuyệt vời.,positive,4,
Chất áo nóng và không đẹp áo k giống hình Rất không đáng tiền.,negative,1,
"Giao không đúng size, chat không trả lời.",negative,1,
Giao hàng bị bục hết.,negative,2,
"Nhầm màu, quá buồn.",negative,2,
Freesize từ S tới L đều bận dc mà mình mặc vô tưởng đầm body ko hà trong khi mình có 47kg :((( .,negative,2,
Sản phẩm chụp và hình ảnh nhận khác nhau 1 teoi 1 vuc ko đáng mua.,negative,1,
Rất mừng vì mặc vừa.,positive,5,
"Sản phẩm chắc chắn, chất lượng sản phẩm tuyệt vời, màu giống như hình.",positive,5,
Cho shop 10 sao luôn ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐ .,positive,5,
"Chất dc, dáng hơi bé so với size, phần bo cổ tay rộng, so với giá tiền thì cũng ok.",neutral,3,
Đóng gói sản phẩm chắc chắn.,positive,5,
Giá rẻ.,neutral,3,
❤❤👍😍.,positive,5,
Áo không ôm ngực.,neutral,3,
Giao hàng rất nhanh.,positive,5,
Váy mặc ôm người thoải mái . ok .,positive,5,
Chất lượng sản phẩm kém Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được.,neutral,3,
"Áo đẹp, thoải mái.",positive,4,
Sờ chất mịn phê luôn yêu dã man 😍😍😍😍😍😍😍.,positive,5,
Thời gian giao hàng rất nhanh.,positive,4,
"Chất vải mềm, ôm khít ngữ, đẹp kinh khủng.",positive,5,
Xấu luôn cái áo 😪😪😪.,negative,2,
Size 36 nhưng nhỏ hơn 36 bình thường Đóng gói sản phẩm chắc chắn.,neutral,3,
hàng rất ưng ý shop ạ.,positive,5,
"Chất lượng sản phẩm kém,giao sp lỗi,mình chấp nhận ko đổi trả nhưng chắc mình ko bao h dám mua sp của Shop nữa.",negative,1,
Thời gian giao hàng rất nhanh.,positive,5,
Thời gian giao hàng rất nhanh.,positive,5,
Tuyệt vời sẽ ủng hộ shop tiếp 😍😍😍.,positive,5,
"Cái bọc đựng đồ không lành lặn, người giao hàng nói chuyện khó nghe k thiện cảm.",negative,1,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền.,positive,5,
Đẹp y hình!,neutral,3,
Loại gì...,neutral,3,
5 quần mỗi chất một kiểu.tạm được.tiền nào của nấy.,positive,4,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
K hợp xíu nao.,negative,2,
"Thời gian giao hàng rất nhanh, hạt thơm.",positive,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Bạn nào có ý định mua thì mua ngay đi nhá còn được tặng mask nữa.,positive,5,
Giao hàng nhanh.,positive,4,
To và chất thô :(.,negative,1,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,lần sau mình sẽ ủng hộ shop nữa ah.",positive,5,
nhìn cũng dc.,neutral,3,
Tốt lắm!,positive,5,
800ml mà trong chai chỉ có đk tầm nửa chai.,negative,2,
Đóng gói sản phẩm rất đẹp và chắc chắn.,positive,5,
"chất vải dày dặn mặc ok, kết hợp với quần short hoặc chân váy đều đẹp ạ.",positive,4,
Kh Giống Hình.,negative,2,
Có chun điều chỉnh.,positive,5,
"Nilon ko thấm mồ hôi, cứng.",negative,1,
"Nt shop tl chậm, đổi giày k cho đổi.",negative,2,
Lỗi giải quyết nhanh gọn.,positive,4,
Nhưng vẫn cho shop 5*.,neutral,3,
"Vừa vặn , thoải mái.",positive,5,
Có điều chủ shop ít rep nên soạn nhầm màu nhưng vẫn chấp nhận đổi trả hàng nên miễn cưỡng cho 4*.,positive,4,
"Đóng gói sản phẩm rất đẹp và chắc chắn,giao hàng nhanh.",positive,5,
Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tuyệt vời.,positive,5,
Màu ko tươi.,negative,2,
Nếu mặc quần jean mà ra màu là nó dính hết lên túi .,negative,2,
Đóng hàng cẩu thả.,neutral,3,
Chất lượng sản phẩm tạm được.,positive,4,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền.,positive,5,
Nhưng màu kháu so với ảnh.,negative,2,
Đồ rất đẹp.,positive,4,
Vẫn còn chỉ thừa ở mép túi nhưng với giá như vậy thì vẫn quá ok :D.,positive,5,
"Áo trắng có vết bị cắt 2 chỗ,k hiểu kiểm hàng,giao hàng cho khách kiểu gì nữa.",negative,1,
Chất lượng sản phẩm tốt.,positive,5,
